Rank,BGG ID,Title,Rating,Voters,Published,PlayingTime,MinPlayers,MaxPlayers,Designer,Categories,Mechanics,Expansions,PlayerAge,NumPlayers,Language
1216,19996,Nacht der Magier,6.211,885,2005,20,2,4,,Children's Game,,0,4,4,1: Need crib
1217,145645,Le FantÃ´me de l'OpÃ©ra,6.21,426,2013,30,2,2,Bruno Cathala,,Grid Movement,0,8,2,1: Need crib
1218,112092,Shadowrift,6.21,452,2012,80,2,6,,Card Game,Co-operative Play,1,12,3,4: Unplayable
1219,37120,Pack & Stack,6.21,2064,2008,45,3,6,,,Simultaneous Action Selection,0,6,6,1: Need crib
1220,1265,Mystery Rummy: Jekyll & Hyde,6.21,1038,2001,45,2,2,,Card Game,Hand Management,0,8,2,2: Possible
1221,153016,Telestrations: 12 Player Party Pack,6.21,259,2011,0,4,12,(Uncredited),Party Game,,0,,12,4: Unplayable
1222,38548,Fast Flowing Forest Fellers,6.209,1285,2008,30,2,5,Friedemann Friese,,Hand Management,0,6,5,1: Need crib
1223,129351,The Cave,6.208,959,2012,60,2,5,,,Action Point Allowance System,1,8,4,1: Need crib
1224,80006,Mord im Arosa,6.207,1021,2010,30,2,6,,Party Game,Memory,0,8,5,1: Need crib
1225,128445,Darkest Night,6.207,470,2012,150,1,4,,Fantasy,Co-operative Play,5,10,1,3: Too much
1226,35035,World at War: Blood and Bridges,6.206,342,2008,90,2,2,,Wargame,Chit-Pull System,7,12,2,2: Possible
1227,102104,Star Fluxx,6.206,1876,2011,10,2,6,,Card Game,Hand Management,1,10,4,4: Unplayable
1228,32014,Confucius,6.205,627,2008,100,3,5,,,Action Point Allowance System,0,14,4,2: Possible
1229,130176,Tales & Games: The Hare & the Tortoise,6.205,418,2011,15,2,5,,Card Game,Betting/Wagering,0,6,4,1: Need crib
1230,17449,Beowulf: The Legend,6.205,1995,2005,60,2,5,Reiner Knizia,Fantasy,Auction/Bidding,0,10,5,2: Possible
1231,122,Quo Vadis?,6.204,1770,1992,45,3,5,Reiner Knizia,,Point to Point Movement,0,10,5,1: Need crib
1232,3553,Close Action,6.204,289,1997,240,2,30,,Wargame,Action / Movement Programming,3,12,4,4: Unplayable
1233,40381,Masters Gallery,6.204,1092,2009,30,2,5,Reiner Knizia,Card Game,Commodity Speculation,0,10,4,1: Need crib
1234,41627,Zulus on the Ramparts!,6.204,387,2009,25,1,1,Joseph Miranda,Wargame,Action Point Allowance System,1,12,1,4: Unplayable
1235,520,Axis & Allies: Europe,6.203,2046,1999,210,2,4,,Wargame,Area Control / Area Influence,3,12,2,1: Need crib
1236,30241,Patrician,6.202,1101,2007,50,2,5,Michael Schacht,,Area Control / Area Influence,3,8,3,1: Need crib
1237,17393,Pax Romana,6.202,444,2006,600,2,4,Richard H. Berg,Wargame,Area Control / Area Influence,0,14,4,3: Too much
1238,8924,Dancing Eggs,6.202,1311,2003,10,2,4,,Children's Game,Dice Rolling,0,5,4,1: Need crib
1239,2288,Blood Bowl (Second Edition),6.202,980,1988,180,2,2,,Fantasy,Dice Rolling,3,10,2,1: Need crib
1240,108722,Dreadfleet,6.202,556,2011,60,2,10,,Fantasy,Dice Rolling,0,12,2,3: Too much
1241,8195,Viva Topo!,6.202,678,2002,20,2,4,,Children's Game,Press Your Luck,0,4,4,1: Need crib
1242,84772,"Sun, Sea & Sand ",6.201,548,2010,60,2,5,,Economic,Tile Placement,0,10,4,1: Need crib
1243,96792,The Road to Canterbury,6.201,624,2011,60,2,3,,,Area Control / Area Influence,0,8,2,2: Possible
1244,143157,SOS Titanic,6.2,733,2013,30,1,5,Bruno Cathala,Card Game,Co-operative Play,0,8,1,1: Need crib
1245,10788,Hellenes: Campaigns of the Peloponnesian War,6.2,342,2009,240,2,2,,Wargame,Area Movement,0,12,2,2: Possible
1246,140717,Progress: Evolution of Technology,6.199,693,2014,90,1,5,,Card Game,Action Point Allowance System,3,10,3,1: Need crib
1247,33107,Senji,6.198,1162,2008,90,3,6,Bruno Cathala,,Area Movement,0,12,6,2: Possible
1248,125921,Catan: Junior,6.198,718,2012,30,2,4,Klaus Teuber,Children's Game,Dice Rolling,0,5,4,1: Need crib
1249,55253,Atlantis,6.197,1329,2009,45,2,4,,,Hand Management,4,8,3,1: Need crib
1250,90870,Uluru: Tumult am Ayers Rock,6.197,767,2011,20,1,5,,,Pattern Recognition,0,6,5,1: Need crib
1251,158900,Samurai Spirit,6.197,566,2014,30,1,7,,Fighting,Co-operative Play,1,10,5,1: Need crib
1252,89910,"Run, Fight, or Die! ",6.196,465,2014,40,1,4,,,Dice Rolling,7,8,2,4: Unplayable
1253,1484,Clue: The Great Museum Caper,6.196,1031,1991,30,2,4,,Children's Game,Partnerships,0,8,4,1: Need crib
1254,6068,Queen's Necklace,6.196,1835,2003,45,2,4,Bruno Cathala,Card Game,Betting/Wagering,0,10,3,2: Possible
1255,827,Attila,6.196,1382,2000,45,2,5,,,Area Control / Area Influence,0,10,3,1: Need crib
1256,35505,Walk the Plank!,6.194,772,2013,20,3,5,,Card Game,Action / Movement Programming,3,6,4,1: Need crib
1257,1444,SPQR,6.193,384,1992,240,2,2,Richard H. Berg,Wargame,Hex-and-Counter,22,14,2,1: Need crib
1258,21380,Conquest of the Fallen Lands,6.192,690,2005,90,3,5,,Fantasy,Modular Board,0,8,4,3: Too much
1259,141090,Kohle & Kolonie,6.191,325,2013,150,3,5,,Economic,Auction/Bidding,0,14,5,1: Need crib
1260,62871,Zombie Dice,6.191,7622,2010,10,2,99,Steve Jackson (I),Dice,Dice Rolling,2,6,4,1: Need crib
1261,14808,Marvel Heroes,6.19,2106,2006,120,2,4,,Fighting,Action Point Allowance System,0,12,4,4: Unplayable
1262,133632,Mythotopia,6.19,437,2014,60,2,4,Martin Wallace,Fantasy,Area Control / Area Influence,0,12,4,3: Too much
1263,145203,Prosperity,6.189,637,2013,60,2,4,Reiner Knizia,Economic,Card Drafting,0,10,3,1: Need crib
1264,714,Talisman,6.189,3837,1983,240,2,6,,Fantasy,Dice Rolling,11,10,4,4: Unplayable
1265,137423,Pixel Tactics 2,6.188,339,2013,45,2,2,,Card Game,Hand Management,22,,2,2: Possible
1266,3605,The Third World War,6.188,316,1984,360,2,2,Frank Chadwick,Wargame,Dice Rolling,0,16,2,1: Need crib
1267,770,Loot,6.187,3961,1992,20,2,8,Reiner Knizia,Card Game,Area Control / Area Influence,0,6,4,1: Need crib
1268,5620,Vietnam 1965-1975,6.187,476,1984,360,1,2,,Wargame,Hex-and-Counter,0,14,2,1: Need crib
1269,11945,Linq,6.186,622,2004,45,4,8,,Party Game,Partnerships,1,8,6,
1270,155,Was sticht?,6.185,514,1994,60,3,4,,Card Game,Card Drafting,0,12,4,2: Possible
1271,84469,FÃ_rstenfeld,6.184,965,2010,60,2,5,Friedemann Friese,Economic,Commodity Speculation,0,8,4,1: Need crib
1272,715,Escape from Colditz,6.183,1579,1973,180,2,6,,World War II,Card Drafting,0,12,5,2: Possible
1273,151247,Greed,6.183,588,2014,30,2,5,,Card Game,Card Drafting,0,14,4,3: Too much
1274,23985,Midgard,6.183,891,2007,60,3,5,,,Area Control / Area Influence,0,8,5,3: Too much
1275,1425,Raid on St. Nazaire,6.182,600,1987,180,1,1,,Wargame,Point to Point Movement,0,12,1,2: Possible
1276,35285,German Railways,6.182,538,2008,90,3,5,,Economic,Auction/Bidding,2,12,5,1: Need crib
1277,4616,Arimaa,6.182,438,2002,60,2,2,,Abstract Strategy,Grid Movement,0,8,2,1: Need crib
1278,12681,Neuland,6.181,1183,2004,100,2,4,,Economic,Action Point Allowance System,0,14,3,1: Need crib
1279,25261,TannhÃ_user,6.181,2434,2007,60,2,10,,Fantasy,Dice Rolling,24,12,2,2: Possible
1280,157026,Ascension: Realms Unraveled,6.18,252,2014,30,1,4,,Card Game,Card Drafting,5,10,2,4: Unplayable
1281,4688,Angola,6.179,236,1988,480,2,4,,Wargame,Area Control / Area Influence,0,12,4,3: Too much
1282,163,Balderdash,6.179,3009,1984,60,2,6,,Party Game,Voting,0,12,6,
1283,5942,Mystery Rummy: Al Capone and the Chicago Underworld,6.178,630,2003,30,2,4,,Card Game,Set Collection,0,8,4,2: Possible
1284,541,Das Motorsportspiel,6.178,319,1995,120,2,12,,,Roll / Spin and Move,0,10,6,1: Need crib
1285,96749,Fading Glory,6.178,288,2012,0,2,2,Joseph Miranda,Wargame,Hex-and-Counter,0,12,2,3: Too much
1286,53168,Triumvirate,6.177,655,2009,15,2,2,,Card Game,Card Drafting,0,10,2,1: Need crib
1287,8107,Risk: The Lord of the Rings Trilogy Edition,6.177,2213,2003,180,2,4,,Fantasy,Area Control / Area Influence,0,10,4,3: Too much
1288,19841,Pentago,6.177,1760,2005,5,2,2,,Abstract Strategy,Pattern Building,0,6,2,1: Need crib
1289,156091,Sons of Anarchy: Men of Mayhem,6.177,325,2014,60,3,4,,,Area Control / Area Influence,4,14,4,2: Possible
1290,91514,Rhino Hero,6.176,534,2011,10,2,5,,Children's Game,,0,5,3,1: Need crib
1291,25794,Axis & Allies Naval Miniatures: War at Sea,6.175,614,2007,60,2,2,,Dice,Dice Rolling,5,10,2,4: Unplayable
1292,464,High Tail It!,6.175,620,1995,30,2,4,,Abstract Strategy,Grid Movement,0,6,4,1: Need crib
1293,422,1835,6.174,568,1990,360,3,7,,Economic,Auction/Bidding,1,16,4,2: Possible
1294,15033,Australia,6.174,1219,2005,90,2,5,Wolfgang Kramer,,Action Point Allowance System,0,10,4,1: Need crib
1295,1645,War of 1812,6.174,529,1973,90,2,2,,Wargame,Dice Rolling,0,10,2,1: Need crib
1296,6719,Liberty: The American Revolution 1775-83,6.173,410,2003,180,2,2,,Wargame,Action Point Allowance System,0,12,2,2: Possible
1297,129050,P.I.,6.173,707,2012,45,2,5,Martin Wallace,,Card Drafting,0,10,3,1: Need crib
1298,7866,10 Days in the USA,6.172,1477,2003,30,2,4,Alan R. Moon,,Hand Management,0,8,2,1: Need crib
1299,65534,The Ares Project,6.172,487,2011,60,2,4,,Card Game,Dice Rolling,0,12,2,3: Too much
1300,1585,Burma,6.172,251,1999,120,2,2,Dean Essig,Wargame,Dice Rolling,0,8,2,3: Too much
1301,32165,Darjeeling,6.172,1114,2007,60,2,5,,Economic,Commodity Speculation,0,8,4,1: Need crib
1302,9,El Caballero,6.171,1153,1998,90,2,4,Wolfgang Kramer,,Area Control / Area Influence,0,12,3,1: Need crib
1303,109779,Garden Dice,6.171,638,2012,60,2,4,,Dice,Dice Rolling,1,8,3,1: Need crib
1304,9364,Doppelkopf,6.171,377,,120,3,6,(Uncredited),Card Game,Auction/Bidding,0,10,4,1: Need crib
1305,21641,AquÃ_dukt,6.17,1457,2005,30,2,4,,Dice,Dice Rolling,0,10,4,1: Need crib
1306,63091,Space Hulk (second edition),6.17,345,1996,90,2,2,,Fighting,Action Point Allowance System,0,12,2,
1307,41569,The Great Fire of London 1666,6.169,1008,2010,75,3,6,,,Action Point Allowance System,0,10,4,1: Need crib
1308,103132,Rapa Nui,6.169,573,2011,40,2,4,,Card Game,Card Drafting,0,8,2,1: Need crib
1309,99875,Martian Dice,6.169,1748,2011,10,2,99,,Dice,Dice Rolling,0,5,3,1: Need crib
1310,117942,Zooloretto: The Dice Game,6.168,1028,2012,15,2,4,Michael Schacht,Dice,Dice Rolling,0,6,3,1: Need crib
1311,130877,Blood Bound,6.168,580,2013,30,6,12,,Fantasy,Partnerships,0,10,8,2: Possible
1312,35350,Field Commander: Alexander,6.167,482,2009,90,1,1,Dan Verssen,Wargame,Area Movement,0,14,1,3: Too much
1313,40831,The Pillars of the Earth: Builders Duel,6.167,917,2009,45,2,2,,Card Game,Auction/Bidding,0,10,2,3: Too much
1314,135281,Serenissima (second edition),6.167,441,2012,90,2,4,,Economic,Area Control / Area Influence,0,10,4,1: Need crib
1315,11096,Tahuantinsuyu,6.166,390,2004,180,3,4,,,Route/Network Building,0,14,4,3: Too much
1316,118610,Santa Cruz,6.166,695,2012,45,2,4,,,Hand Management,0,8,3,1: Need crib
1317,169,En Garde,6.166,1250,1993,30,2,2,Reiner Knizia,Card Game,Hand Management,0,8,2,1: Need crib
1318,39242,Black Friday,6.164,959,2010,55,2,5,Friedemann Friese,Economic,Betting/Wagering,0,12,4,1: Need crib
1319,3967,Battlefleet Gothic,6.164,744,1999,180,2,4,,Science Fiction,Area Movement,1,12,2,2: Possible
1320,1111,Taboo,6.164,5575,1989,20,4,10,,Party Game,Partnerships,2,10,6,
1321,23540,1889,6.164,238,2005,210,2,6,,Economic,Auction/Bidding,0,14,3,2: Possible
1322,126996,King's Forge,6.164,451,2014,60,2,4,,Dice,Deck / Pool Building,4,8,3,2: Possible
1323,29410,Municipium,6.164,652,2008,60,2,4,Reiner Knizia,,Area Control / Area Influence,0,10,4,2: Possible
1324,1116,Oh Hell!,6.163,711,1930,30,3,7,,Card Game,Trick-taking,0,8,6,1: Need crib
1325,1017,Fresh Fish,6.163,812,1997,60,2,5,Friedemann Friese,,Tile Placement,0,12,4,1: Need crib
1326,5795,Richelieu,6.162,842,2003,45,2,2,Michael Schacht,Card Game,Card Drafting,0,10,2,1: Need crib
1327,132428,BioShock Infinite: The Siege of Columbia,6.162,415,2013,60,2,4,,Fighting,Area Control / Area Influence,2,14,2,4: Unplayable
1328,31056,Micro Mutants: Evolution,6.161,768,2007,30,2,4,,Children's Game,Dice Rolling,1,5,2,3: Too much
1329,111148,WÃ_rfel Bohnanza,6.161,804,2012,45,2,5,Uwe Rosenberg,Dice,Dice Rolling,0,8,3,1: Need crib
1330,140863,Council of Verona,6.16,854,2013,20,2,5,,Card Game,Auction/Bidding,2,8,3,2: Possible
1331,108044,Nefarious,6.16,1037,2011,30,2,6,,Card Game,Hand Management,0,10,4,2: Possible
1332,94389,Urbion,6.159,528,2012,15,1,2,,Card Game,Co-operative Play,0,10,1,1: Need crib
1333,97357,Sunrise City,6.158,729,2012,60,2,4,,,Auction/Bidding,2,8,4,3: Too much
1334,136440,Canterbury,6.158,420,2013,90,2,4,,,Area Control / Area Influence,0,10,4,1: Need crib
1335,265,Intrigue,6.157,1919,1994,60,3,5,,Card Game,Area Control / Area Influence,0,12,5,1: Need crib
1336,19363,Havoc: The Hundred Years War,6.157,714,2005,60,2,6,,Card Game,Card Drafting,2,10,5,2: Possible
1337,126008,Dungeon Command: Blood of Gruumsh,6.157,311,2013,90,2,2,,Card Game,Action Point Allowance System,5,12,2,4: Unplayable
1338,156943,Saint Petersburg (second edition),6.157,243,2014,45,2,5,,Card Game,Card Drafting,3,10,3,2: Possible
1339,113289,Snake Oil,6.157,630,2010,30,3,10,,Card Game,,0,10,5,
1340,3655,The Settlers of Canaan,6.156,931,2002,60,2,4,Klaus Teuber,,Hand Management,0,6,4,2: Possible
1341,4583,Pinochle,6.156,691,1904,45,2,4,(Uncredited),Card Game,Auction/Bidding,0,10,4,1: Need crib
1342,338,Bargain Hunter,6.156,608,1998,60,3,4,Uwe Rosenberg,Card Game,Trick-taking,0,10,3,1: Need crib
1343,287,Bazaar,6.156,1267,1967,45,2,6,,Abstract Strategy,Set Collection,0,8,3,1: Need crib
1344,147253,The Ancient World,6.155,332,2014,60,2,4,,Card Game,Hand Management,1,10,4,1: Need crib
1345,8817,Call of Cthulhu: Collectible Card Game,6.154,602,2004,30,2,2,,Card Game,Card Drafting,0,12,2,4: Unplayable
1346,85,Quebec 1759,6.154,546,1972,60,2,2,,Wargame,Dice Rolling,0,10,2,1: Need crib
1347,29109,Dust,6.154,1189,2007,240,2,6,,Science Fiction,Area Control / Area Influence,0,10,4,1: Need crib
1348,27739,Hearts and Minds: Vietnam 1965-1975,6.153,266,2010,180,2,2,,Wargame,Area Movement,0,12,2,4: Unplayable
1349,987,Kingmaker,6.153,2248,1974,240,2,7,,Wargame,Area Movement,1,12,5,2: Possible
1350,4370,Fische Fluppen Frikadellen,6.153,860,2002,90,2,5,Friedemann Friese,Economic,,0,10,5+,1: Need crib
1351,4174,Lifeboat,6.151,1495,2002,60,4,6,,Card Game,Hand Management,3,12,6,2: Possible
1352,329,Russian Front,6.151,502,1985,1200,2,2,,Wargame,Dice Rolling,0,14,2,2: Possible
1353,87821,Kingdom of Solomon,6.151,435,2012,60,2,4,,Economic,Area Control / Area Influence,2,10,4,2: Possible
1354,96613,Alcatraz: The Scapegoat,6.151,982,2011,60,3,4,,,Action Point Allowance System,2,10,4,2: Possible
1355,66085,Keltis: Das Orakel,6.151,441,2010,30,2,4,Reiner Knizia,Card Game,Hand Management,0,8,3,1: Need crib
1356,76674,String Railway,6.151,1075,2009,30,2,5,,,Route/Network Building,0,6,4,1: Need crib
1357,3439,HeroClix,6.15,1787,2002,60,2,2,,Dice,Action Point Allowance System,2,10,2,3: Too much
1358,80642,Antics!,6.15,456,2010,60,3,4,,,Action Point Allowance System,0,12,3,1: Need crib
1359,1597,Streetcar,6.15,1235,1995,60,2,5,,,Route/Network Building,0,8,4,1: Need crib
1360,122889,Dominare,6.149,491,2012,120,2,6,,Economic,Action Point Allowance System,0,12,4,4: Unplayable
1361,380,Polarity,6.149,1510,1986,20,2,4,,Abstract Strategy,,0,8,2,1: Need crib
1362,139899,VivaJava: The Coffee Game: The Dice Game,6.149,392,2014,40,1,4,,Dice,Dice Rolling,1,8,3,1: Need crib
1363,11971,Cockroach Poker,6.148,2465,2004,20,2,6,,Card Game,Hand Management,0,6,5,1: Need crib
1364,30539,Get Bit!,6.147,2905,2007,20,2,6,,,Hand Management,4,6,5,1: Need crib
1365,31133,Ice Flow,6.145,1228,2008,45,2,4,,,Point to Point Movement,0,10,4,1: Need crib
1366,68247,The Mines of Zavandor,6.144,727,2010,60,2,4,,Fantasy,Auction/Bidding,1,10,4,3: Too much
1367,74390,Rolling Freight,6.144,490,2012,90,2,5,,Dice,Action Point Allowance System,3,16,4,2: Possible
1368,96713,Deadwood,6.143,1136,2011,60,2,5,,,Dice Rolling,0,8,5,1: Need crib
1369,44,David & Goliath,6.143,1290,1998,60,3,6,Reinhard Staupe,Card Game,Trick-taking,0,8,4,1: Need crib
1370,28025,Wicked Witches Way,6.142,1221,2006,30,2,6,Bruno Cathala,Dice,Card Drafting,2,8,4,2: Possible
1371,123160,Battle For Souls,6.142,363,2013,60,1,4,,Card Game,Deck / Pool Building,1,12,2,3: Too much
1372,21892,Augsburg 1520,6.142,1090,2006,75,2,5,,Economic,Auction/Bidding,0,12,5,2: Possible
1373,1372,Rise of the Luftwaffe,6.142,445,1993,20,2,8,Dan Verssen,Card Game,Campaign / Battle Card Driven,16,,2,
1374,25071,Munchkin Cthulhu,6.14,2912,2007,90,3,6,Steve Jackson (I),Card Game,Dice Rolling,40,12,4,4: Unplayable
1375,128554,VÃ¶luspÃ¡,6.14,728,2012,45,2,5,,Abstract Strategy,Hand Management,2,6,3,1: Need crib
1376,98347,Empires of the Void,6.14,482,2012,120,2,4,,Science Fiction,Action Point Allowance System,2,12,4,4: Unplayable
1377,34320,Shanghaien,6.14,832,2008,20,2,2,Michael Schacht,,Dice Rolling,4,8,2,1: Need crib
1378,2247,Zero!,6.139,529,2001,60,2,10,Dan Verssen,Card Game,Campaign / Battle Card Driven,6,10,2,3: Too much
1379,86955,Munchkin Zombies,6.139,1247,2011,90,3,6,Steve Jackson (I),Card Game,Dice Rolling,46,8,4,3: Too much
1380,25674,Khronos,6.138,1476,2006,90,2,5,,Fantasy,Area Control / Area Influence,0,12,4,1: Need crib
1381,40214,Bombay,6.138,1259,2009,45,2,5,,Economic,Action Point Allowance System,0,8,4,1: Need crib
1382,3128,Clippers,6.137,824,2002,90,2,5,Alan R. Moon,Economic,Route/Network Building,0,,5,2: Possible
1383,101020,PAX,6.137,551,2011,30,1,4,,Card Game,Area Control / Area Influence,1,10,3,1: Need crib
1384,4286,A Game of Thrones Collectible Card Game,6.137,568,2002,30,2,5,,Card Game,Hand Management,0,10,2,4: Unplayable
1385,113927,Nightfall: The Coldest War,6.137,283,2012,45,2,5,,Card Game,Card Drafting,14,12,3,4: Unplayable
1386,811,Rummikub,6.136,5994,1977,60,2,4,,Abstract Strategy,Set Collection,1,6,4,1: Need crib
1387,56707,Colonia,6.136,928,2009,120,3,6,,Economic,Auction/Bidding,0,12,4,2: Possible
1388,27172,Ponte del Diavolo,6.135,779,2007,25,2,2,,Abstract Strategy,Tile Placement,0,8,2,1: Need crib
1389,1430,Caesar at Alesia,6.135,467,1976,360,2,4,,Wargame,Dice Rolling,0,12,2,2: Possible
1390,140951,Thunderstone: Starter Set,6.135,391,2013,45,2,5,,Card Game,Card Drafting,3,12,3,3: Too much
1391,5684,18EU,6.135,269,2001,300,2,6,,Economic,Auction/Bidding,0,14,5,1: Need crib
1392,2266,Gobblet,6.135,1066,2000,20,2,2,,Abstract Strategy,Pattern Building,0,5,2,1: Need crib
1393,145633,Ascension: Apprentice Edition,6.134,334,2013,30,2,2,,Card Game,Card Drafting,0,12,2,3: Too much
1394,79073,Resident Evil Deck Building Game,6.134,1211,2010,30,1,4,,Card Game,Card Drafting,13,12,4,2: Possible
1395,1338,Volldampf,6.134,535,2001,90,2,6,Martin Wallace,,Auction/Bidding,0,12,3,2: Possible
1396,141932,The Agents,6.134,903,2013,40,2,5,,Card Game,Hand Management,12,10,3,3: Too much
1397,37208,Court of the Medici,6.133,748,2009,25,2,2,,Card Game,Hand Management,0,10,2,2: Possible
1398,8172,Coyote,6.133,846,2003,20,2,6,,Card Game,,0,10,6,1: Need crib
1399,83040,Leader 1: Hell of the North,6.133,239,2011,45,2,10,,,Modular Board,0,12,4,1: Need crib
1400,38797,Uruk: Wiege der Zivilisation,6.133,577,2008,60,2,4,,Card Game,Action Point Allowance System,1,12,3,1: Need crib
1401,24037,Escape from Atlantis,6.132,990,1986,60,2,4,,,Modular Board,0,8,4,1: Need crib
1402,154301,The Battle at Kemble's Cascade,6.131,428,2014,75,1,5,,Science Fiction,,0,10,3,2: Possible
1403,15826,Triumph of Chaos,6.131,283,2005,360,2,2,,Wargame,Campaign / Battle Card Driven,1,14,2,4: Unplayable
1404,65673,Masques,6.131,774,2010,45,2,4,,Card Game,Area Control / Area Influence,0,8,3,1: Need crib
1405,164338,The Golden Ages,6.131,335,2014,90,2,4,,,Area Control / Area Influence,0,10,4,1: Need crib
1406,11265,Wellington,6.131,516,2005,180,2,4,,Wargame,Campaign / Battle Card Driven,0,12,4,4: Unplayable
1407,22192,HeroQuest Advanced Quest,6.131,483,1990,90,2,5,,Fantasy,Role Playing,0,8,5,3: Too much
1408,19948,Rum & Pirates,6.131,1409,2006,60,2,5,,Dice,Action Point Allowance System,0,8,4,1: Need crib
1409,101786,Dust Tactics: Revised Core Set,6.13,304,2011,45,2,4,,Science Fiction,Action Point Allowance System,82,14,2,2: Possible
1410,200,Entdecker,6.13,1133,1996,60,2,4,Klaus Teuber,,Area Control / Area Influence,0,8,4,1: Need crib
1411,9408,Dos Rios,6.129,1107,2004,60,2,4,,Economic,Modular Board,0,10,2,1: Need crib
1412,10660,Micropul,6.129,603,2004,30,1,2,,Abstract Strategy,Hand Management,0,8,2,1: Need crib
1413,42743,Opera,6.129,823,2009,90,2,4,,Economic,Auction/Bidding,0,12,4,1: Need crib
1414,25234,Struggle for Rome,6.128,1090,2006,120,3,4,Klaus Teuber,,Area Movement,0,10,4,2: Possible
1415,158340,Lost Legacy: Flying Garden,6.128,443,2014,10,2,4,,Card Game,Hand Management,1,10,4,2: Possible
1416,138788,Dungeon Roll,6.128,3486,2013,15,1,4,,Dice,Dice Rolling,5,6,2,2: Possible
1417,20022,Terra Nova,6.128,1279,2006,45,2,4,,Abstract Strategy,Area Control / Area Influence,0,10,2,1: Need crib
1418,79131,Star Trek: Expeditions,6.127,1095,2011,60,1,4,Reiner Knizia,Science Fiction,Co-operative Play,2,10,4,3: Too much
1419,118705,Geistesblitz 2.0,6.127,506,2012,30,2,8,,Card Game,Pattern Recognition,0,4,5,1: Need crib
1420,12234,DAK2,6.126,215,2004,360,1,2,Dean Essig,Wargame,Dice Rolling,0,14,2,3: Too much
1421,2652,Wise and Otherwise,6.126,714,1997,45,2,6,(Uncredited),Party Game,Simultaneous Action Selection,0,12,6,
1422,267,Tycoon,6.126,587,1998,90,2,4,Wolfgang Kramer,Economic,Area Control / Area Influence,0,10,4,1: Need crib
1423,154259,Province,6.125,685,2014,25,2,2,,,Worker Placement,0,8,2,1: Need crib
1424,38713,Time's Up! EdiciÃ_n Amarilla,6.125,277,2008,30,4,12,,Party Game,Memory,1,10,6,4: Unplayable
1425,67888,Lords of Scotland,6.125,591,2010,35,2,5,,Card Game,Hand Management,0,10,3,2: Possible
1426,29285,Case Blue,6.125,219,2007,0,1,2,Dean Essig,Wargame,Dice Rolling,0,16,2+,2: Possible
